beijing,79
shandong,61
hunan,37
guangxi,39
qinghai,70
jiangsu,42
ningxia,70
sichuan,73
shan3xi,64
liaoning,62
guangdong,48
jilin,42
anhui,43
tianjin,63
shanghai,46
xizang,34
gansu,58
hebei,52
hainan,25
neimenggu,71
haerbin,53
yunnan,47
hubei,40
zhejiang,55
chongqing,80
xinjiang,56
henan,60
shan1xi,59
guizhou,57
fujian,32
jiangxi,56
