province,average
beijing,22
shandong,42
hunan,51
guangxi,36
qinghai,76
jiangsu,50
ningxia,49
sichuan,64
shan3xi,45
liaoning,25
guangdong,32
jilin,42
anhui,47
tianjin,30
shanghai,60
xizang,46
gansu,68
hebei,34
hainan,16
neimenggu,45
haerbin,31
yunnan,61
hubei,48
zhejiang,49
chongqing,55
xinjiang,88
henan,45
shan1xi,37
guizhou,57
fujian,40
jiangxi,25
