province,average
beijing,112
shandong,80
hunan,57
guangxi,54
qinghai,71
jiangsu,65
ningxia,83
sichuan,71
shan3xi,117
liaoning,69
guangdong,50
jilin,75
anhui,76
tianjin,146
shanghai,56
xizang,48
gansu,73
hebei,106
hainan,18
neimenggu,64
haerbin,72
yunnan,50
hubei,96
zhejiang,65
chongqing,91
xinjiang,61
henan,110
shan1xi,67
guizhou,53
fujian,51
jiangxi,47
