province,average
beijing,59
shandong,57
hunan,77
guangxi,54
qinghai,66
jiangsu,111
ningxia,104
sichuan,81
shan3xi,87
liaoning,53
guangdong,51
jilin,70
anhui,105
tianjin,43
shanghai,94
xizang,50
gansu,75
hebei,49
hainan,16
neimenggu,60
haerbin,53
yunnan,60
hubei,82
zhejiang,132
chongqing,75
xinjiang,56
henan,75
shan1xi,65
guizhou,62
fujian,75
jiangxi,103
