province,average
beijing,114
shandong,65
hunan,61
guangxi,54
qinghai,99
jiangsu,79
ningxia,108
sichuan,71
shan3xi,137
liaoning,86
guangdong,65
jilin,134
anhui,79
tianjin,105
shanghai,73
xizang,59
gansu,122
hebei,84
hainan,28
neimenggu,100
haerbin,68
yunnan,60
hubei,73
zhejiang,84
chongqing,67
xinjiang,67
henan,119
shan1xi,84
guizhou,84
fujian,109
jiangxi,61
