province,average
beijing,90
shandong,76
hunan,90
guangxi,74
qinghai,188
jiangsu,91
ningxia,82
sichuan,78
shan3xi,85
liaoning,68
guangdong,60
jilin,66
anhui,89
tianjin,88
shanghai,74
xizang,61
gansu,166
hebei,70
hainan,40
neimenggu,82
haerbin,78
yunnan,90
hubei,88
zhejiang,87
chongqing,77
xinjiang,56
henan,91
shan1xi,71
guizhou,52
fujian,61
jiangxi,74
