province,average
beijing,71
shandong,100
hunan,60
guangxi,46
qinghai,47
jiangsu,87
ningxia,60
sichuan,60
shan3xi,56
liaoning,66
guangdong,42
jilin,56
anhui,54
tianjin,107
shanghai,41
xizang,28
gansu,43
hebei,80
hainan,20
neimenggu,64
haerbin,43
yunnan,58
hubei,65
zhejiang,48
chongqing,64
xinjiang,56
henan,89
shan1xi,65
guizhou,54
fujian,51
jiangxi,56
