province,average
beijing,107
shandong,83
hunan,49
guangxi,42
qinghai,65
jiangsu,62
ningxia,59
sichuan,77
shan3xi,70
liaoning,73
guangdong,36
jilin,73
anhui,71
tianjin,87
shanghai,41
xizang,36
gansu,72
hebei,70
hainan,17
neimenggu,82
haerbin,54
yunnan,50
hubei,56
zhejiang,70
chongqing,67
xinjiang,64
henan,84
shan1xi,84
guizhou,60
fujian,85
jiangxi,57
