province,average
beijing,76
shandong,75
hunan,65
guangxi,72
qinghai,127
jiangsu,108
ningxia,69
sichuan,69
shan3xi,74
liaoning,74
guangdong,59
jilin,156
anhui,91
tianjin,75
shanghai,73
xizang,46
gansu,97
hebei,66
hainan,35
neimenggu,61
haerbin,66
yunnan,80
hubei,75
zhejiang,77
chongqing,81
xinjiang,123
henan,80
shan1xi,57
guizhou,51
fujian,73
jiangxi,70
