province,average
beijing,54
shandong,57
hunan,54
guangxi,47
qinghai,51
jiangsu,77
ningxia,63
sichuan,60
shan3xi,63
liaoning,52
guangdong,37
jilin,42
anhui,57
tianjin,58
shanghai,52
xizang,48
gansu,56
hebei,49
hainan,16
neimenggu,70
haerbin,54
yunnan,60
hubei,67
zhejiang,53
chongqing,55
xinjiang,48
henan,76
shan1xi,60
guizhou,55
fujian,29
jiangxi,52
