province,average
beijing,85
shandong,58
hunan,62
guangxi,52
qinghai,83
jiangsu,47
ningxia,52
sichuan,97
shan3xi,66
liaoning,62
guangdong,45
jilin,85
anhui,51
tianjin,84
shanghai,28
xizang,40
gansu,92
hebei,56
hainan,23
neimenggu,83
haerbin,61
yunnan,72
hubei,65
zhejiang,47
chongqing,100
xinjiang,45
henan,61
shan1xi,75
guizhou,93
fujian,55
jiangxi,46
