province,average
beijing,106
shandong,86
hunan,68
guangxi,34
qinghai,80
jiangsu,53
ningxia,86
sichuan,64
shan3xi,123
liaoning,87
guangdong,30
jilin,72
anhui,56
tianjin,69
shanghai,33
xizang,50
gansu,106
hebei,124
hainan,24
neimenggu,90
haerbin,79
yunnan,56
hubei,73
zhejiang,34
chongqing,79
xinjiang,137
henan,119
shan1xi,95
guizhou,57
fujian,27
jiangxi,38
