province,average
beijing,119
shandong,78
hunan,85
guangxi,42
qinghai,96
jiangsu,90
ningxia,62
sichuan,62
shan3xi,72
liaoning,69
guangdong,53
jilin,87
anhui,93
tianjin,96
shanghai,76
xizang,35
gansu,66
hebei,75
hainan,17
neimenggu,85
haerbin,71
yunnan,59
hubei,93
zhejiang,78
chongqing,58
xinjiang,76
henan,71
shan1xi,74
guizhou,66
fujian,53
jiangxi,80
