province,average
beijing,66
shandong,68
hunan,66
guangxi,59
qinghai,72
jiangsu,61
ningxia,88
sichuan,65
shan3xi,105
liaoning,68
guangdong,37
jilin,71
anhui,58
tianjin,72
shanghai,62
xizang,35
gansu,87
hebei,58
hainan,26
neimenggu,79
haerbin,64
yunnan,55
hubei,61
zhejiang,50
chongqing,68
xinjiang,125
henan,72
shan1xi,86
guizhou,63
fujian,28
jiangxi,36
