province,average
beijing,91
shandong,65
hunan,77
guangxi,71
qinghai,55
jiangsu,90
ningxia,73
sichuan,69
shan3xi,63
liaoning,59
guangdong,69
jilin,59
anhui,80
tianjin,97
shanghai,102
xizang,39
gansu,62
hebei,63
hainan,35
neimenggu,72
haerbin,47
yunnan,54
hubei,95
zhejiang,109
chongqing,86
xinjiang,70
henan,61
shan1xi,55
guizhou,77
fujian,70
jiangxi,92
