province,average
beijing,58
shandong,77
hunan,87
guangxi,47
qinghai,59
jiangsu,99
ningxia,57
sichuan,69
shan3xi,63
liaoning,45
guangdong,43
jilin,25
anhui,124
tianjin,74
shanghai,54
xizang,36
gansu,80
hebei,56
hainan,33
neimenggu,61
haerbin,46
yunnan,45
hubei,146
zhejiang,77
chongqing,71
xinjiang,59
henan,65
shan1xi,62
guizhou,64
fujian,35
jiangxi,112
