province,average
beijing,69
shandong,64
hunan,55
guangxi,51
qinghai,219
jiangsu,57
ningxia,43
sichuan,76
shan3xi,69
liaoning,62
guangdong,44
jilin,81
anhui,57
tianjin,64
shanghai,43
xizang,41
gansu,68
hebei,42
hainan,23
neimenggu,74
haerbin,60
yunnan,50
hubei,73
zhejiang,67
chongqing,74
xinjiang,74
henan,60
shan1xi,59
guizhou,64
fujian,52
jiangxi,67
