province,average
beijing,77
shandong,60
hunan,49
guangxi,41
qinghai,52
jiangsu,88
ningxia,57
sichuan,61
shan3xi,49
liaoning,64
guangdong,43
jilin,72
anhui,72
tianjin,75
shanghai,82
xizang,37
gansu,67
hebei,64
hainan,14
neimenggu,63
haerbin,45
yunnan,54
hubei,56
zhejiang,64
chongqing,51
xinjiang,59
henan,74
shan1xi,50
guizhou,57
fujian,65
jiangxi,55
