province,average
beijing,53
shandong,79
hunan,85
guangxi,84
qinghai,99
jiangsu,78
ningxia,107
sichuan,92
shan3xi,91
liaoning,71
guangdong,66
jilin,108
anhui,63
tianjin,86
shanghai,64
xizang,56
gansu,100
hebei,100
hainan,35
neimenggu,88
haerbin,70
yunnan,56
hubei,80
zhejiang,87
chongqing,93
xinjiang,112
henan,85
shan1xi,78
guizhou,43
fujian,81
jiangxi,73
