beijing,146
shandong,63
hunan,56
guangxi,57
qinghai,148
jiangsu,60
ningxia,79
sichuan,66
shan3xi,61
liaoning,100
guangdong,49
jilin,100
anhui,60
tianjin,73
shanghai,61
xizang,61
gansu,93
hebei,71
hainan,28
neimenggu,96
haerbin,60
yunnan,82
hubei,50
zhejiang,69
chongqing,49
xinjiang,43
henan,54
shan1xi,62
guizhou,67
fujian,57
jiangxi,68
