province,average
beijing,269
shandong,94
hunan,53
guangxi,40
qinghai,72
jiangsu,65
ningxia,72
sichuan,53
shan3xi,129
liaoning,131
guangdong,48
jilin,140
anhui,54
tianjin,156
shanghai,71
xizang,54
gansu,57
hebei,132
hainan,23
neimenggu,90
haerbin,105
yunnan,48
hubei,54
zhejiang,55
chongqing,55
xinjiang,57
henan,97
shan1xi,98
guizhou,43
fujian,60
jiangxi,51
