province,average
beijing,112
shandong,79
hunan,77
guangxi,100
qinghai,103
jiangsu,90
ningxia,84
sichuan,87
shan3xi,84
liaoning,81
guangdong,63
jilin,61
anhui,83
tianjin,139
shanghai,67
xizang,59
gansu,88
hebei,90
hainan,37
neimenggu,71
haerbin,54
yunnan,84
hubei,75
zhejiang,91
chongqing,90
xinjiang,74
henan,97
shan1xi,72
guizhou,96
fujian,66
jiangxi,87
