province,average
beijing,74
shandong,74
hunan,104
guangxi,79
qinghai,92
jiangsu,73
ningxia,90
sichuan,76
shan3xi,124
liaoning,70
guangdong,64
jilin,82
anhui,85
tianjin,61
shanghai,68
xizang,54
gansu,65
hebei,126
hainan,34
neimenggu,86
haerbin,79
yunnan,58
hubei,111
zhejiang,86
chongqing,106
xinjiang,101
henan,153
shan1xi,84
guizhou,67
fujian,70
jiangxi,94
