province,average
beijing,78
shandong,72
hunan,62
guangxi,65
qinghai,101
jiangsu,67
ningxia,84
sichuan,60
shan3xi,79
liaoning,73
guangdong,49
jilin,65
anhui,88
tianjin,73
shanghai,63
xizang,60
gansu,132
hebei,73
hainan,20
neimenggu,81
haerbin,60
yunnan,45
hubei,67
zhejiang,84
chongqing,64
xinjiang,187
henan,55
shan1xi,66
guizhou,71
fujian,55
jiangxi,62
