province,average
beijing,94
shandong,62
hunan,44
guangxi,53
qinghai,72
jiangsu,51
ningxia,60
sichuan,65
shan3xi,49
liaoning,59
guangdong,48
jilin,51
anhui,52
tianjin,64
shanghai,45
xizang,34
gansu,69
hebei,59
hainan,19
neimenggu,68
haerbin,56
yunnan,64
hubei,48
zhejiang,53
chongqing,67
xinjiang,74
henan,65
shan1xi,66
guizhou,68
fujian,38
jiangxi,40
