province,average
beijing,40
shandong,54
hunan,53
guangxi,34
qinghai,56
jiangsu,52
ningxia,60
sichuan,76
shan3xi,65
liaoning,55
guangdong,44
jilin,94
anhui,57
tianjin,51
shanghai,54
xizang,44
gansu,70
hebei,50
hainan,21
neimenggu,70
haerbin,61
yunnan,43
hubei,87
zhejiang,57
chongqing,76
xinjiang,82
henan,62
shan1xi,57
guizhou,56
fujian,32
jiangxi,68
