province,average
beijing,48
shandong,43
hunan,42
guangxi,59
qinghai,74
jiangsu,43
ningxia,53
sichuan,72
shan3xi,58
liaoning,33
guangdong,58
jilin,34
anhui,42
tianjin,31
shanghai,34
xizang,20
gansu,68
hebei,35
hainan,28
neimenggu,65
haerbin,51
yunnan,68
hubei,41
zhejiang,41
chongqing,48
xinjiang,51
henan,40
shan1xi,44
guizhou,82
fujian,44
jiangxi,48
