province,average
beijing,125
shandong,75
hunan,59
guangxi,60
qinghai,68
jiangsu,54
ningxia,85
sichuan,89
shan3xi,113
liaoning,85
guangdong,63
jilin,77
anhui,54
tianjin,113
shanghai,84
xizang,57
gansu,75
hebei,92
hainan,38
neimenggu,66
haerbin,76
yunnan,66
hubei,84
zhejiang,77
chongqing,120
xinjiang,128
henan,97
shan1xi,99
guizhou,57
fujian,65
jiangxi,58
