province,average
beijing,78
shandong,71
hunan,53
guangxi,49
qinghai,66
jiangsu,58
ningxia,51
sichuan,57
shan3xi,90
liaoning,66
guangdong,29
jilin,76
anhui,69
tianjin,57
shanghai,46
xizang,62
gansu,78
hebei,61
hainan,20
neimenggu,55
haerbin,63
yunnan,70
hubei,62
zhejiang,57
chongqing,60
xinjiang,90
henan,79
shan1xi,79
guizhou,45
fujian,34
jiangxi,55
