province,average
beijing,154
shandong,77
hunan,61
guangxi,71
qinghai,77
jiangsu,85
ningxia,81
sichuan,82
shan3xi,78
liaoning,62
guangdong,52
jilin,97
anhui,98
tianjin,142
shanghai,53
xizang,44
gansu,107
hebei,88
hainan,29
neimenggu,81
haerbin,96
yunnan,63
hubei,57
zhejiang,80
chongqing,77
xinjiang,59
henan,91
shan1xi,70
guizhou,74
fujian,62
jiangxi,81
