beijing,53
shandong,54
hunan,58
guangxi,57
qinghai,77
jiangsu,50
ningxia,46
sichuan,60
shan3xi,69
liaoning,47
guangdong,66
jilin,25
anhui,56
tianjin,52
shanghai,30
xizang,51
gansu,71
hebei,38
hainan,25
neimenggu,52
haerbin,42
yunnan,58
hubei,58
zhejiang,34
chongqing,39
xinjiang,53
henan,58
shan1xi,59
guizhou,67
fujian,55
jiangxi,52
