province,average
beijing,63
shandong,65
hunan,58
guangxi,35
qinghai,104
jiangsu,67
ningxia,57
sichuan,56
shan3xi,69
liaoning,83
guangdong,49
jilin,74
anhui,68
tianjin,64
shanghai,62
xizang,20
gansu,90
hebei,73
hainan,22
neimenggu,77
haerbin,77
yunnan,52
hubei,68
zhejiang,67
chongqing,43
xinjiang,109
henan,69
shan1xi,73
guizhou,51
fujian,53
jiangxi,57
