province,average
beijing,100
shandong,68
hunan,60
guangxi,58
qinghai,76
jiangsu,82
ningxia,59
sichuan,62
shan3xi,88
liaoning,68
guangdong,35
jilin,70
anhui,85
tianjin,75
shanghai,65
xizang,45
gansu,65
hebei,54
hainan,26
neimenggu,68
haerbin,67
yunnan,56
hubei,78
zhejiang,89
chongqing,48
xinjiang,56
henan,81
shan1xi,81
guizhou,66
fujian,46
jiangxi,72
