province,average
beijing,84
shandong,64
hunan,68
guangxi,59
qinghai,74
jiangsu,95
ningxia,50
sichuan,102
shan3xi,66
liaoning,55
guangdong,37
jilin,61
anhui,71
tianjin,72
shanghai,88
xizang,47
gansu,79
hebei,49
hainan,17
neimenggu,73
haerbin,65
yunnan,60
hubei,78
zhejiang,86
chongqing,97
xinjiang,66
henan,70
shan1xi,66
guizhou,76
fujian,49
jiangxi,82
