province,average
beijing,55
shandong,81
hunan,71
guangxi,76
qinghai,164
jiangsu,107
ningxia,64
sichuan,83
shan3xi,84
liaoning,53
guangdong,59
jilin,49
anhui,84
tianjin,88
shanghai,83
xizang,78
gansu,139
hebei,73
hainan,29
neimenggu,56
haerbin,69
yunnan,60
hubei,81
zhejiang,95
chongqing,90
xinjiang,82
henan,91
shan1xi,79
guizhou,89
fujian,75
jiangxi,75
