province,average
beijing,72
shandong,54
hunan,32
guangxi,25
qinghai,67
jiangsu,44
ningxia,49
sichuan,58
shan3xi,71
liaoning,54
guangdong,22
jilin,47
anhui,43
tianjin,65
shanghai,25
xizang,36
gansu,68
hebei,54
hainan,18
neimenggu,63
haerbin,48
yunnan,35
hubei,46
zhejiang,32
chongqing,38
xinjiang,67
henan,63
shan1xi,65
guizhou,41
fujian,30
jiangxi,41
