province,average
beijing,81
shandong,71
hunan,40
guangxi,39
qinghai,83
jiangsu,63
ningxia,45
sichuan,56
shan3xi,63
liaoning,86
guangdong,37
jilin,93
anhui,65
tianjin,77
shanghai,41
xizang,56
gansu,69
hebei,56
hainan,17
neimenggu,80
haerbin,50
yunnan,59
hubei,48
zhejiang,61
chongqing,53
xinjiang,75
henan,50
shan1xi,55
guizhou,55
fujian,77
jiangxi,57
