beijing,96
shandong,79
hunan,62
guangxi,63
qinghai,113
jiangsu,101
ningxia,103
sichuan,81
shan3xi,93
liaoning,61
guangdong,39
jilin,81
anhui,68
tianjin,92
shanghai,85
xizang,77
gansu,174
hebei,85
hainan,20
neimenggu,95
haerbin,65
yunnan,75
hubei,82
zhejiang,92
chongqing,67
xinjiang,65
henan,76
shan1xi,87
guizhou,91
fujian,47
jiangxi,83
