province,average
beijing,38
shandong,59
hunan,58
guangxi,64
qinghai,54
jiangsu,67
ningxia,70
sichuan,53
shan3xi,58
liaoning,33
guangdong,66
jilin,27
anhui,73
tianjin,74
shanghai,67
xizang,52
gansu,89
hebei,51
hainan,53
neimenggu,52
haerbin,43
yunnan,68
hubei,67
zhejiang,69
chongqing,47
xinjiang,88
henan,61
shan1xi,46
guizhou,70
fujian,63
jiangxi,47
