province,average
beijing,25
shandong,63
hunan,49
guangxi,40
qinghai,55
jiangsu,63
ningxia,60
sichuan,47
shan3xi,42
liaoning,50
guangdong,40
jilin,45
anhui,59
tianjin,55
shanghai,42
xizang,23
gansu,79
hebei,51
hainan,22
neimenggu,44
haerbin,39
yunnan,47
hubei,45
zhejiang,50
chongqing,28
xinjiang,79
henan,45
shan1xi,58
guizhou,47
fujian,33
jiangxi,60
