province,average
beijing,140
shandong,63
hunan,70
guangxi,57
qinghai,78
jiangsu,70
ningxia,55
sichuan,55
shan3xi,82
liaoning,76
guangdong,44
jilin,92
anhui,74
tianjin,96
shanghai,52
xizang,53
gansu,63
hebei,69
hainan,22
neimenggu,102
haerbin,86
yunnan,60
hubei,81
zhejiang,71
chongqing,50
xinjiang,71
henan,86
shan1xi,81
guizhou,64
fujian,53
jiangxi,64
