province,average
beijing,73
shandong,68
hunan,74
guangxi,84
qinghai,82
jiangsu,74
ningxia,65
sichuan,66
shan3xi,86
liaoning,76
guangdong,70
jilin,65
anhui,70
tianjin,80
shanghai,71
xizang,32
gansu,88
hebei,76
hainan,40
neimenggu,68
haerbin,63
yunnan,64
hubei,72
zhejiang,78
chongqing,65
xinjiang,113
henan,62
shan1xi,79
guizhou,70
fujian,60
jiangxi,66
