province,average
beijing,65
shandong,47
hunan,34
guangxi,31
qinghai,51
jiangsu,59
ningxia,63
sichuan,42
shan3xi,50
liaoning,62
guangdong,37
jilin,43
anhui,73
tianjin,51
shanghai,28
xizang,24
gansu,65
hebei,60
hainan,32
neimenggu,58
haerbin,56
yunnan,35
hubei,50
zhejiang,59
chongqing,19
xinjiang,53
henan,65
shan1xi,61
guizhou,36
fujian,40
jiangxi,34
