province,average
beijing,41
shandong,67
hunan,78
guangxi,85
qinghai,61
jiangsu,110
ningxia,49
sichuan,50
shan3xi,59
liaoning,59
guangdong,66
jilin,45
anhui,115
tianjin,63
shanghai,70
xizang,43
gansu,67
hebei,52
hainan,43
neimenggu,50
haerbin,47
yunnan,52
hubei,89
zhejiang,78
chongqing,37
xinjiang,76
henan,93
shan1xi,44
guizhou,36
fujian,51
jiangxi,72
