province,average
beijing,73
shandong,69
hunan,57
guangxi,38
qinghai,80
jiangsu,90
ningxia,81
sichuan,58
shan3xi,69
liaoning,62
guangdong,35
jilin,51
anhui,86
tianjin,71
shanghai,74
xizang,35
gansu,92
hebei,65
hainan,29
neimenggu,66
haerbin,50
yunnan,65
hubei,63
zhejiang,68
chongqing,69
xinjiang,119
henan,68
shan1xi,72
guizhou,52
fujian,53
jiangxi,63
