province,average
beijing,159
shandong,71
hunan,62
guangxi,65
qinghai,100
jiangsu,86
ningxia,69
sichuan,60
shan3xi,65
liaoning,52
guangdong,55
jilin,46
anhui,70
tianjin,88
shanghai,76
xizang,44
gansu,73
hebei,62
hainan,36
neimenggu,108
haerbin,45
yunnan,60
hubei,70
zhejiang,80
chongqing,62
xinjiang,168
henan,56
shan1xi,75
guizhou,55
fujian,83
jiangxi,57
