province,average
beijing,71
shandong,68
hunan,80
guangxi,77
qinghai,87
jiangsu,76
ningxia,96
sichuan,102
shan3xi,92
liaoning,53
guangdong,63
jilin,46
anhui,70
tianjin,116
shanghai,58
xizang,62
gansu,73
hebei,70
hainan,28
neimenggu,75
haerbin,55
yunnan,54
hubei,83
zhejiang,84
chongqing,120
xinjiang,46
henan,63
shan1xi,81
guizhou,67
fujian,64
jiangxi,84
