province,average
beijing,31
shandong,67
hunan,45
guangxi,39
qinghai,51
jiangsu,53
ningxia,46
sichuan,56
shan3xi,50
liaoning,44
guangdong,31
jilin,28
anhui,51
tianjin,51
shanghai,63
xizang,31
gansu,64
hebei,36
hainan,19
neimenggu,50
haerbin,48
yunnan,42
hubei,33
zhejiang,63
chongqing,43
xinjiang,47
henan,66
shan1xi,45
guizhou,43
fujian,50
jiangxi,61
