province,average
beijing,135
shandong,86
hunan,68
guangxi,62
qinghai,71
jiangsu,80
ningxia,58
sichuan,69
shan3xi,60
liaoning,63
guangdong,51
jilin,49
anhui,74
tianjin,130
shanghai,35
xizang,32
gansu,66
hebei,77
hainan,29
neimenggu,76
haerbin,39
yunnan,62
hubei,83
zhejiang,66
chongqing,80
xinjiang,57
henan,81
shan1xi,65
guizhou,70
fujian,58
jiangxi,71
