province,average
beijing,61
shandong,71
hunan,93
guangxi,56
qinghai,124
jiangsu,82
ningxia,68
sichuan,111
shan3xi,108
liaoning,37
guangdong,54
jilin,47
anhui,68
tianjin,52
shanghai,74
xizang,42
gansu,110
hebei,66
hainan,21
neimenggu,55
haerbin,50
yunnan,93
hubei,83
zhejiang,99
chongqing,128
xinjiang,69
henan,91
shan1xi,67
guizhou,103
fujian,70
jiangxi,64
