province,average
beijing,33
shandong,61
hunan,100
guangxi,65
qinghai,53
jiangsu,105
ningxia,57
sichuan,57
shan3xi,56
liaoning,38
guangdong,48
jilin,24
anhui,72
tianjin,53
shanghai,34
xizang,52
gansu,88
hebei,47
hainan,25
neimenggu,66
haerbin,42
yunnan,63
hubei,94
zhejiang,50
chongqing,54
xinjiang,67
henan,63
shan1xi,52
guizhou,77
fujian,41
jiangxi,83
