beijing,143
shandong,61
hunan,75
guangxi,45
qinghai,78
jiangsu,79
ningxia,50
sichuan,98
shan3xi,67
liaoning,56
guangdong,37
jilin,63
anhui,78
tianjin,100
shanghai,74
xizang,44
gansu,89
hebei,61
hainan,23
neimenggu,82
haerbin,73
yunnan,60
hubei,68
zhejiang,76
chongqing,114
xinjiang,56
henan,68
shan1xi,73
guizhou,69
fujian,65
jiangxi,72
