province,average
beijing,52
shandong,55
hunan,65
guangxi,64
qinghai,63
jiangsu,67
ningxia,65
sichuan,45
shan3xi,59
liaoning,52
guangdong,59
jilin,66
anhui,73
tianjin,64
shanghai,57
xizang,42
gansu,78
hebei,48
hainan,50
neimenggu,51
haerbin,59
yunnan,59
hubei,85
zhejiang,69
chongqing,25
xinjiang,73
henan,73
shan1xi,47
guizhou,74
fujian,58
jiangxi,56
