province,average
beijing,80
shandong,60
hunan,53
guangxi,51
qinghai,63
jiangsu,84
ningxia,52
sichuan,47
shan3xi,59
liaoning,45
guangdong,43
jilin,44
anhui,76
tianjin,78
shanghai,49
xizang,34
gansu,70
hebei,62
hainan,15
neimenggu,65
haerbin,52
yunnan,39
hubei,69
zhejiang,57
chongqing,42
xinjiang,47
henan,74
shan1xi,58
guizhou,30
fujian,47
jiangxi,43
