province,average
beijing,93
shandong,66
hunan,39
guangxi,70
qinghai,59
jiangsu,75
ningxia,77
sichuan,64
shan3xi,73
liaoning,65
guangdong,54
jilin,77
anhui,80
tianjin,89
shanghai,66
xizang,26
gansu,68
hebei,68
hainan,24
neimenggu,73
haerbin,64
yunnan,62
hubei,56
zhejiang,69
chongqing,62
xinjiang,46
henan,86
shan1xi,63
guizhou,56
fujian,64
jiangxi,42
