province,average
beijing,60
shandong,56
hunan,38
guangxi,34
qinghai,39
jiangsu,47
ningxia,56
sichuan,53
shan3xi,54
liaoning,49
guangdong,22
jilin,36
anhui,42
tianjin,47
shanghai,26
xizang,35
gansu,68
hebei,47
hainan,16
neimenggu,71
haerbin,42
yunnan,44
hubei,45
zhejiang,32
chongqing,35
xinjiang,74
henan,66
shan1xi,49
guizhou,42
fujian,28
jiangxi,41
