province,average
beijing,31
shandong,55
hunan,39
guangxi,37
qinghai,64
jiangsu,66
ningxia,64
sichuan,56
shan3xi,46
liaoning,51
guangdong,33
jilin,36
anhui,59
tianjin,45
shanghai,72
xizang,32
gansu,76
hebei,42
hainan,19
neimenggu,52
haerbin,33
yunnan,28
hubei,50
zhejiang,50
chongqing,55
xinjiang,82
henan,43
shan1xi,37
guizhou,44
fujian,33
jiangxi,42
