province,average
beijing,60
shandong,56
hunan,50
guangxi,32
qinghai,57
jiangsu,48
ningxia,43
sichuan,51
shan3xi,49
liaoning,49
guangdong,46
jilin,56
anhui,45
tianjin,54
shanghai,44
xizang,38
gansu,61
hebei,46
hainan,29
neimenggu,59
haerbin,57
yunnan,56
hubei,44
zhejiang,49
chongqing,31
xinjiang,69
henan,48
shan1xi,42
guizhou,52
fujian,47
jiangxi,53
