beijing,50
shandong,45
hunan,43
guangxi,32
qinghai,45
jiangsu,62
ningxia,84
sichuan,52
shan3xi,40
liaoning,47
guangdong,30
jilin,52
anhui,54
tianjin,48
shanghai,77
xizang,33
gansu,80
hebei,40
hainan,20
neimenggu,77
haerbin,52
yunnan,40
hubei,45
zhejiang,62
chongqing,37
xinjiang,87
henan,49
shan1xi,41
guizhou,50
fujian,68
jiangxi,53
