province,average
beijing,51
shandong,58
hunan,81
guangxi,61
qinghai,70
jiangsu,60
ningxia,79
sichuan,66
shan3xi,62
liaoning,50
guangdong,30
jilin,62
anhui,61
tianjin,62
shanghai,47
xizang,52
gansu,100
hebei,49
hainan,16
neimenggu,57
haerbin,65
yunnan,51
hubei,78
zhejiang,50
chongqing,61
xinjiang,89
henan,58
shan1xi,54
guizhou,75
fujian,34
jiangxi,62
