beijing,53
shandong,70
hunan,106
guangxi,86
qinghai,95
jiangsu,117
ningxia,51
sichuan,108
shan3xi,78
liaoning,74
guangdong,65
jilin,74
anhui,87
tianjin,75
shanghai,137
xizang,72
gansu,77
hebei,67
hainan,35
neimenggu,50
haerbin,75
yunnan,76
hubei,117
zhejiang,128
chongqing,132
xinjiang,101
henan,81
shan1xi,41
guizhou,108
fujian,71
jiangxi,92
