province,average
beijing,58
shandong,72
hunan,62
guangxi,70
qinghai,84
jiangsu,76
ningxia,90
sichuan,52
shan3xi,61
liaoning,63
guangdong,63
jilin,50
anhui,71
tianjin,63
shanghai,73
xizang,108
gansu,64
hebei,59
hainan,21
neimenggu,59
haerbin,51
yunnan,55
hubei,61
zhejiang,69
chongqing,63
xinjiang,84
henan,48
shan1xi,54
guizhou,73
fujian,51
jiangxi,57
